edad,genero,estrato,semestre,trabaja,horas_estudio_semanal,apoyo_financiero,distancia_km,participacion_extracurricular,promedio_anterior,asistencia_pct,materias_reprobadas,creditos_matriculados,desercion,grupo_estrato
19.0,Femenino,3,2,0,11.8,0,2.9,0,1.9,70.5,1,19,1,Medio (3-4)
20.0,Masculino,1,9,1,6.6,0,11.7,0,2.57,90.6,1,17,0,Bajo (1-2)
24.0,Masculino,3,6,1,0.1,1,25.6,1,2.77,59.9,0,13,1,Medio (3-4)
22.0,Femenino,4,7,1,21.7,1,13.9,1,3.55,91.9,0,12,0,Medio (3-4)
18.0,Masculino,3,8,0,14.4,1,45.7,0,2.86,74.2,3,14,0,Medio (3-4)
19.0,Femenino,3,7,0,17.0,1,12.1,0,3.39,77.3,4,13,1,Medio (3-4)
24.0,Femenino,4,3,1,6.0,0,19.8,0,2.93,71.6,1,18,1,Medio (3-4)
23.0,Masculino,4,9,0,10.1,0,11.1,1,3.41,84.4,1,21,1,Medio (3-4)
21.0,Femenino,2,6,1,21.7,0,35.9,1,3.25,71.7,3,21,1,Bajo (1-2)
20.0,Femenino,6,6,0,2.5,0,22.8,0,3.15,88.6,4,17,0,Alto (5-6)
23.0,Femenino,4,4,1,10.9,1,10.4,0,2.54,86.0,5,20,1,Medio (3-4)
18.0,Masculino,6,1,0,6.7,0,9.8,1,2.65,72.2,1,18,0,Alto (5-6)
21.0,Masculino,6,6,0,11.6,0,3.3,0,3.97,84.7,2,13,0,Alto (5-6)
25.0,Masculino,5,4,0,10.2,0,6.2,0,2.55,74.4,2,17,1,Alto (5-6)
21.0,Femenino,4,7,0,8.1,1,3.5,0,2.63,78.5,2,17,0,Medio (3-4)
19.0,Femenino,3,4,0,14.2,0,2.4,0,2.61,93.3,3,17,0,Medio (3-4)
21.0,Masculino,2,10,1,0.0,1,8.9,1,2.19,72.3,3,20,1,Bajo (1-2)
19.0,Femenino,3,7,0,12.1,0,1.6,0,3.21,87.3,1,21,0,Medio (3-4)
17.0,Masculino,4,5,0,13.5,0,13.7,1,3.56,86.6,1,14,0,Medio (3-4)
22.0,Masculino,3,8,1,0.7,0,14.5,0,2.62,73.1,0,12,1,Medio (3-4)
23.0,Femenino,5,7,0,23.1,1,6.9,0,3.48,81.7,0,18,0,Alto (5-6)
20.0,Masculino,1,7,1,7.6,1,0.6,1,2.32,81.5,3,13,1,Bajo (1-2)
20.0,Femenino,3,6,1,8.9,0,19.8,0,2.64,63.4,4,16,1,Medio (3-4)
18.0,Femenino,3,10,1,7.6,0,0.3,1,2.17,72.9,2,21,0,Medio (3-4)
20.0,Masculino,3,4,1,6.5,0,7.6,0,3.26,64.5,1,18,0,Medio (3-4)
19.0,Femenino,1,5,1,17.2,0,1.4,1,3.78,76.2,2,21,0,Bajo (1-2)
18.0,Masculino,2,3,1,24.8,0,0.6,0,3.7,88.5,0,12,1,Bajo (1-2)
25.0,Masculino,4,6,1,16.3,0,6.6,0,3.56,80.8,1,19,0,Medio (3-4)
22.0,Masculino,3,10,0,20.5,1,1.0,0,3.96,63.7,1,15,0,Medio (3-4)
22.0,Masculino,1,7,0,24.3,1,22.3,0,3.74,75.3,2,12,0,Bajo (1-2)
22.0,Femenino,1,3,1,12.8,1,27.4,0,3.87,77.3,1,15,1,Bajo (1-2)
22.0,Femenino,3,10,1,17.9,1,17.7,0,2.89,82.4,0,21,0,Medio (3-4)
20.0,Masculino,2,8,1,14.0,1,10.8,0,3.05,68.5,3,16,1,Bajo (1-2)
21.0,Masculino,4,5,0,14.9,1,1.2,0,3.04,65.6,0,21,0,Medio (3-4)
20.0,Femenino,4,2,0,16.1,0,27.8,1,3.65,81.4,1,13,1,Medio (3-4)
21.0,Femenino,2,5,0,3.1,0,2.3,0,2.02,83.7,1,18,1,Bajo (1-2)
21.0,Femenino,3,9,0,15.8,0,3.0,0,4.03,80.3,2,16,0,Medio (3-4)
20.0,Femenino,2,6,1,0.4,1,8.4,1,2.9,70.2,2,14,0,Bajo (1-2)
18.0,Masculino,2,2,1,3.9,0,5.2,0,3.65,92.5,2,17,1,Bajo (1-2)
21.0,Femenino,5,2,0,15.2,0,14.1,0,3.26,77.0,1,18,0,Alto (5-6)
20.0,Masculino,3,10,0,7.3,0,12.1,0,2.65,79.9,0,12,0,Medio (3-4)
17.0,Masculino,5,5,1,9.4,0,10.9,0,3.35,68.4,3,18,0,Alto (5-6)
22.0,Masculino,2,7,0,14.8,1,27.6,0,3.78,89.1,0,15,1,Bajo (1-2)
23.0,Femenino,2,4,0,15.1,1,15.8,1,2.92,87.7,0,20,0,Bajo (1-2)
26.0,Femenino,3,1,1,8.4,0,2.5,0,1.98,78.1,3,13,1,Medio (3-4)
20.0,Masculino,3,5,0,19.4,1,19.8,1,2.56,70.5,0,14,0,Medio (3-4)
19.0,Masculino,6,7,0,13.5,0,14.4,1,3.34,92.9,0,21,0,Alto (5-6)
18.0,Femenino,1,4,0,16.6,1,0.8,1,4.12,89.6,1,14,0,Bajo (1-2)
21.0,Masculino,5,7,0,6.8,0,23.4,0,2.26,88.1,2,13,0,Alto (5-6)
21.0,Femenino,5,5,1,7.3,0,6.8,0,2.79,75.4,2,17,1,Alto (5-6)
19.0,Masculino,3,4,1,16.5,1,9.6,1,3.17,78.3,3,18,1,Medio (3-4)
20.0,Femenino,2,3,1,16.3,1,1.3,1,4.29,77.2,1,17,0,Bajo (1-2)
17.0,Femenino,3,3,0,9.2,1,32.0,0,4.14,100.0,1,16,0,Medio (3-4)
23.0,Masculino,2,3,0,10.7,1,3.7,0,3.29,72.6,0,13,1,Bajo (1-2)
19.0,Femenino,4,8,0,8.1,0,7.0,0,3.41,66.1,2,14,0,Medio (3-4)
20.0,Femenino,3,4,0,10.1,0,8.3,0,3.49,74.3,2,12,0,Medio (3-4)
17.0,Femenino,5,8,0,5.6,0,8.0,1,2.21,76.7,4,20,1,Alto (5-6)
19.0,Femenino,3,4,1,7.3,1,2.7,1,3.28,91.6,2,14,0,Medio (3-4)
20.0,Masculino,3,4,1,14.5,1,0.5,0,2.74,61.4,1,18,1,Medio (3-4)
20.0,Femenino,4,10,0,9.3,1,11.1,0,2.93,72.4,2,14,0,Medio (3-4)
22.0,Masculino,3,9,1,11.6,1,1.2,0,3.69,76.9,1,18,1,Medio (3-4)
24.0,Masculino,5,5,1,5.8,0,4.2,1,2.9,91.7,1,12,0,Alto (5-6)
22.0,Femenino,2,3,1,15.4,0,15.0,1,3.84,86.1,2,12,0,Bajo (1-2)
23.0,Femenino,6,8,1,8.3,0,6.5,0,3.62,91.2,1,15,0,Alto (5-6)
24.0,Masculino,4,1,1,5.5,0,2.2,0,1.97,78.5,0,14,1,Medio (3-4)
22.0,Masculino,5,5,0,8.9,1,2.7,1,1.91,80.0,0,15,1,Alto (5-6)
20.0,Masculino,3,6,0,7.2,0,6.9,0,3.5,86.6,2,14,0,Medio (3-4)
23.0,Masculino,4,7,1,14.1,1,10.8,1,3.84,65.3,1,18,0,Medio (3-4)
23.0,Femenino,2,2,1,9.5,1,4.3,0,3.15,57.9,1,16,0,Bajo (1-2)
22.0,Femenino,4,1,1,8.4,0,39.1,0,3.18,84.8,3,13,1,Medio (3-4)
17.0,Masculino,2,3,1,16.6,1,8.9,0,3.79,77.1,0,21,1,Bajo (1-2)
19.0,Femenino,2,2,0,22.0,1,11.9,0,4.03,87.6,0,18,0,Bajo (1-2)
20.0,Masculino,3,6,0,4.1,1,14.1,1,2.63,73.5,2,16,1,Medio (3-4)
22.0,Femenino,2,10,1,13.3,0,12.2,1,3.68,91.8,0,17,0,Bajo (1-2)
20.0,Masculino,3,3,0,15.4,0,1.9,0,3.12,84.7,0,15,0,Medio (3-4)
23.0,Femenino,4,5,0,11.2,0,10.4,0,3.23,77.7,3,15,0,Medio (3-4)
23.0,Femenino,2,3,1,8.8,0,22.2,1,3.1,81.1,1,12,0,Bajo (1-2)
23.0,Femenino,4,1,0,3.6,1,17.8,1,2.33,85.5,0,20,0,Medio (3-4)
23.0,Femenino,1,8,1,20.0,1,0.7,0,3.13,66.4,1,15,1,Bajo (1-2)
18.0,Masculino,4,3,1,14.5,1,2.2,1,4.37,75.1,2,18,1,Medio (3-4)
22.0,Femenino,4,6,0,8.8,0,0.3,0,2.55,81.3,2,12,1,Medio (3-4)
19.0,Femenino,3,7,1,7.2,1,17.3,1,3.11,74.7,0,12,1,Medio (3-4)
17.0,Femenino,4,9,0,3.8,0,3.1,0,3.06,63.3,1,15,0,Medio (3-4)
20.0,Femenino,5,2,1,6.1,0,5.1,0,2.85,77.9,4,12,1,Alto (5-6)
23.0,Masculino,4,6,0,11.1,1,19.6,1,3.44,90.4,0,21,0,Medio (3-4)
22.0,Femenino,3,10,0,6.0,1,4.9,1,3.04,92.7,1,12,0,Medio (3-4)
25.0,Masculino,3,5,0,18.7,1,6.2,1,3.0,87.3,1,17,0,Medio (3-4)
21.0,Femenino,4,1,0,21.7,1,3.0,0,3.84,86.2,0,15,0,Medio (3-4)
26.0,Masculino,2,3,0,13.8,0,14.9,1,2.95,91.9,2,14,0,Bajo (1-2)
21.0,Femenino,4,8,1,7.0,0,14.6,1,3.78,79.8,1,13,0,Medio (3-4)
21.0,Femenino,2,8,1,11.6,0,8.3,0,3.34,53.8,0,14,1,Bajo (1-2)
18.0,Masculino,4,4,0,13.9,0,1.1,0,2.87,89.6,1,12,0,Medio (3-4)
23.0,Masculino,1,2,0,7.5,0,2.7,1,3.11,73.1,2,17,0,Bajo (1-2)
19.0,Masculino,1,3,0,10.1,0,1.2,0,2.59,66.7,1,14,1,Bajo (1-2)
19.0,Femenino,6,3,1,9.6,0,17.7,0,3.16,64.0,1,12,1,Alto (5-6)
23.0,Femenino,5,8,0,15.5,0,9.9,1,3.18,100.0,1,13,1,Alto (5-6)
23.0,Masculino,5,9,0,14.1,1,10.8,0,2.82,82.4,1,20,0,Alto (5-6)
23.0,Femenino,6,1,1,10.6,0,37.9,1,2.66,68.6,2,14,1,Alto (5-6)
20.0,Masculino,3,8,0,4.9,0,9.5,0,4.04,71.2,0,17,0,Medio (3-4)
20.0,Masculino,2,8,0,18.0,1,0.3,0,3.46,78.0,1,16,0,Bajo (1-2)
20.0,Masculino,2,7,1,10.4,1,7.4,1,2.85,84.4,0,16,0,Bajo (1-2)
22.0,Masculino,3,9,0,29.3,0,8.7,1,3.62,84.8,1,20,1,Medio (3-4)
24.0,Masculino,2,1,1,9.8,0,14.9,0,3.28,65.7,0,19,1,Bajo (1-2)
21.0,Femenino,5,7,0,15.9,1,11.7,1,3.0,85.2,1,17,1,Alto (5-6)
25.0,Femenino,1,2,0,31.0,1,2.4,1,3.45,75.9,3,14,1,Bajo (1-2)
22.0,Masculino,2,9,1,14.2,0,4.3,1,3.22,89.5,1,20,0,Bajo (1-2)
20.0,Femenino,2,5,1,10.1,0,1.0,0,3.03,75.6,1,12,0,Bajo (1-2)
22.0,Femenino,2,1,1,4.7,1,0.9,0,2.6,67.4,0,17,1,Bajo (1-2)
24.0,Femenino,2,8,1,19.4,0,6.8,1,3.03,85.9,0,18,0,Bajo (1-2)
25.0,Masculino,4,8,0,7.0,0,4.8,1,2.72,85.8,1,21,0,Medio (3-4)
23.0,Masculino,2,5,1,9.4,1,1.6,0,2.79,70.3,1,13,0,Bajo (1-2)
21.0,Masculino,3,4,1,10.4,0,3.9,0,2.76,82.3,1,14,1,Medio (3-4)
20.0,Femenino,5,1,0,12.9,0,7.1,0,3.32,84.3,0,12,0,Alto (5-6)
22.0,Femenino,3,10,0,5.5,1,3.1,0,3.96,90.0,1,14,0,Medio (3-4)
24.0,Masculino,4,2,0,22.1,0,9.7,0,4.26,85.1,2,21,0,Medio (3-4)
21.0,Femenino,3,9,1,12.4,1,20.9,0,4.13,72.9,0,12,0,Medio (3-4)
21.0,Masculino,2,6,1,0.0,0,33.3,0,2.32,58.1,1,19,1,Bajo (1-2)
21.0,Masculino,2,7,0,21.5,0,0.9,0,4.41,79.9,0,21,0,Bajo (1-2)
20.0,Femenino,6,7,0,11.0,0,24.5,0,3.21,81.4,1,13,1,Alto (5-6)
20.0,Femenino,3,9,1,9.8,1,2.5,1,3.54,79.5,1,15,0,Medio (3-4)
21.0,Femenino,2,1,0,19.0,1,20.1,0,3.69,47.9,2,20,0,Bajo (1-2)
24.0,Masculino,3,10,1,13.6,1,17.2,0,3.04,81.8,0,19,1,Medio (3-4)
20.0,Masculino,4,1,0,0.8,0,20.1,0,3.0,68.9,1,12,1,Medio (3-4)
21.0,Femenino,4,10,0,18.2,1,30.5,0,3.66,84.9,1,20,0,Medio (3-4)
19.0,Masculino,3,3,0,13.4,0,9.4,0,2.32,95.0,1,20,0,Medio (3-4)
22.0,Femenino,5,9,1,9.7,0,1.3,1,2.97,76.5,4,15,1,Alto (5-6)
24.0,Femenino,4,1,1,8.3,0,0.4,0,3.41,79.4,1,16,0,Medio (3-4)
24.0,Masculino,3,5,0,4.3,1,12.2,0,2.93,78.3,1,15,0,Medio (3-4)
21.0,Femenino,2,6,0,15.2,0,6.6,1,3.52,87.3,5,17,0,Bajo (1-2)
22.0,Femenino,1,10,1,1.6,0,0.8,1,2.3,80.0,0,19,1,Bajo (1-2)
20.0,Masculino,6,2,0,12.3,1,3.0,0,3.28,72.8,1,18,0,Alto (5-6)
22.0,Femenino,3,1,1,11.9,0,23.0,0,3.09,66.0,4,21,1,Medio (3-4)
21.0,Masculino,3,7,0,20.4,0,0.4,0,3.42,93.9,2,12,0,Medio (3-4)
21.0,Femenino,3,1,0,9.1,1,17.6,0,2.67,82.4,4,21,1,Medio (3-4)
21.0,Femenino,1,8,1,19.4,0,5.2,0,3.93,83.3,4,21,1,Bajo (1-2)
21.0,Femenino,4,1,0,19.7,0,7.3,0,3.66,82.0,1,15,0,Medio (3-4)
20.0,Femenino,2,10,0,11.4,1,5.6,0,3.24,87.8,1,13,0,Bajo (1-2)
20.0,Femenino,4,6,0,7.3,1,13.0,0,3.96,69.0,1,14,1,Medio (3-4)
24.0,Femenino,3,10,0,5.3,0,17.3,1,3.08,82.8,2,21,1,Medio (3-4)
26.0,Masculino,2,2,0,15.6,0,1.3,0,3.9,83.1,2,12,0,Bajo (1-2)
18.0,Femenino,1,3,1,9.2,0,5.8,0,3.15,87.9,2,12,1,Bajo (1-2)
18.0,Femenino,4,5,1,13.6,0,15.3,1,3.04,100.0,3,12,1,Medio (3-4)
18.0,Femenino,2,1,0,9.9,1,7.9,0,2.52,82.1,1,13,1,Bajo (1-2)
20.0,Femenino,1,2,1,6.2,1,10.1,0,3.0,68.4,1,19,0,Bajo (1-2)
22.0,Femenino,4,4,0,15.4,0,7.9,0,1.96,66.0,0,12,0,Medio (3-4)
22.0,Masculino,3,8,1,5.4,0,4.9,0,2.98,66.0,0,21,0,Medio (3-4)
21.0,Femenino,3,8,1,12.9,1,8.2,0,3.34,67.3,3,15,0,Medio (3-4)
22.0,Masculino,2,1,1,13.2,0,3.2,0,3.08,46.0,2,17,1,Bajo (1-2)
19.0,Masculino,5,1,0,14.7,1,13.6,0,3.22,71.2,2,17,0,Alto (5-6)
20.0,Femenino,2,7,1,7.5,0,14.5,0,2.31,82.2,2,20,1,Bajo (1-2)
20.0,Femenino,2,4,0,15.2,0,1.4,0,3.98,78.8,1,18,1,Bajo (1-2)
17.0,Femenino,2,8,1,0.1,1,9.2,1,2.43,76.4,1,12,0,Bajo (1-2)
18.0,Masculino,2,3,1,9.8,1,1.8,1,2.56,62.8,1,20,1,Bajo (1-2)
18.0,Femenino,2,4,0,15.0,0,11.2,0,3.55,88.5,1,12,0,Bajo (1-2)
22.0,Masculino,1,3,1,14.8,1,4.4,0,3.32,80.1,1,17,1,Bajo (1-2)
21.0,Masculino,2,3,0,17.6,0,38.5,1,3.21,81.9,1,20,1,Bajo (1-2)
22.0,Masculino,3,8,0,12.8,0,7.5,0,2.94,56.0,2,17,1,Medio (3-4)
17.0,Masculino,5,5,1,18.7,0,0.3,0,3.44,70.1,2,16,0,Alto (5-6)
17.0,Masculino,1,7,1,11.2,0,6.1,1,3.78,83.3,0,15,0,Bajo (1-2)
22.0,Femenino,2,1,1,10.3,1,13.9,0,3.3,74.7,2,19,0,Bajo (1-2)
17.0,Femenino,5,6,1,7.4,0,2.0,0,2.91,76.9,0,18,1,Alto (5-6)
23.0,Femenino,5,5,0,16.8,0,5.7,0,3.78,84.9,3,20,1,Alto (5-6)
17.0,Masculino,4,10,0,11.7,0,0.5,0,3.14,79.5,3,21,0,Medio (3-4)
22.0,Masculino,2,5,1,22.7,1,9.2,0,3.82,81.5,0,17,1,Bajo (1-2)
19.0,Masculino,3,2,1,26.8,1,2.4,0,3.88,66.6,0,15,0,Medio (3-4)
23.0,Femenino,2,7,0,19.2,0,0.6,1,3.76,69.8,1,17,0,Bajo (1-2)
28.0,Masculino,2,2,0,23.2,0,15.3,0,3.42,82.8,0,15,0,Bajo (1-2)
17.0,Femenino,3,10,1,0.5,1,30.9,1,2.05,85.8,2,14,1,Medio (3-4)
22.0,Femenino,3,4,1,0.9,0,58.2,0,3.09,80.2,3,15,1,Medio (3-4)
17.0,Masculino,3,8,0,12.1,1,2.0,0,3.9,79.3,1,16,0,Medio (3-4)
21.0,Femenino,3,7,0,14.2,0,15.0,0,2.7,74.8,0,14,0,Medio (3-4)
20.0,Femenino,2,5,1,5.3,1,7.0,0,2.93,77.1,1,15,0,Bajo (1-2)
21.0,Masculino,2,6,0,4.1,0,2.2,0,2.56,81.8,1,17,0,Bajo (1-2)
18.0,Femenino,4,2,0,20.9,0,10.6,0,3.98,82.4,1,13,1,Medio (3-4)
22.0,Femenino,5,1,0,26.9,0,14.8,0,3.93,100.0,0,13,0,Alto (5-6)
17.0,Femenino,2,8,0,21.7,0,13.0,0,5.0,68.8,2,19,0,Bajo (1-2)
23.0,Femenino,3,10,0,20.5,0,1.9,0,3.37,100.0,3,20,0,Medio (3-4)
20.0,Masculino,2,9,1,7.3,1,18.5,0,3.7,62.4,0,15,1,Bajo (1-2)
17.0,Masculino,1,4,0,8.9,0,5.0,0,3.82,81.9,3,13,1,Bajo (1-2)
24.0,Femenino,4,4,0,14.4,0,0.8,0,3.52,66.1,2,16,0,Medio (3-4)
20.0,Femenino,2,4,0,26.6,0,0.0,1,3.82,85.1,1,13,0,Bajo (1-2)
25.0,Femenino,3,8,1,7.4,0,1.6,1,2.98,88.8,2,20,0,Medio (3-4)
23.0,Masculino,3,7,1,9.8,0,5.3,0,3.05,75.3,2,12,0,Medio (3-4)
19.0,Masculino,2,8,1,15.8,0,12.8,0,3.88,84.7,0,17,0,Bajo (1-2)
20.0,Masculino,1,10,0,21.0,1,1.4,0,3.11,73.8,1,15,0,Bajo (1-2)
21.0,Femenino,2,4,1,4.6,1,24.1,0,2.73,54.5,1,16,1,Bajo (1-2)
24.0,Femenino,6,7,1,10.0,0,0.2,0,2.91,81.3,1,19,1,Alto (5-6)
21.0,Femenino,3,6,1,8.0,1,11.9,0,2.1,75.3,1,14,0,Medio (3-4)
21.0,Masculino,3,10,0,14.4,0,25.6,1,3.68,77.2,1,21,1,Medio (3-4)
20.0,Femenino,1,4,0,20.6,0,42.7,1,4.06,77.9,2,21,0,Bajo (1-2)
20.0,Masculino,3,2,1,4.6,1,7.1,0,2.49,79.1,3,16,0,Medio (3-4)
23.0,Masculino,1,4,1,18.3,1,5.8,0,3.94,66.9,0,15,1,Bajo (1-2)
21.0,Femenino,3,7,0,14.6,0,14.1,0,2.47,81.8,3,14,1,Medio (3-4)
20.0,Femenino,4,10,0,28.0,0,12.8,0,3.87,89.9,0,20,0,Medio (3-4)
19.0,Femenino,3,9,0,15.9,0,3.2,0,3.25,98.6,0,19,0,Medio (3-4)
19.0,Femenino,2,1,1,13.0,0,6.5,0,3.23,89.0,3,16,0,Bajo (1-2)
17.0,Femenino,1,6,1,15.4,1,4.2,0,3.34,76.6,0,18,1,Bajo (1-2)
19.0,Masculino,1,2,1,4.8,0,12.8,0,2.78,77.6,0,15,0,Bajo (1-2)
24.0,Femenino,3,4,0,3.2,1,3.5,0,2.55,74.0,1,18,0,Medio (3-4)
20.0,Femenino,5,10,1,5.3,1,33.9,0,2.78,70.3,3,20,1,Alto (5-6)
22.0,Masculino,2,10,0,12.5,0,33.3,1,3.84,90.7,0,16,0,Bajo (1-2)
17.0,Masculino,3,2,1,0.9,1,0.8,0,2.35,71.9,1,18,1,Medio (3-4)
22.0,Femenino,4,2,0,13.6,1,1.1,0,4.34,81.7,0,17,0,Medio (3-4)
20.0,Masculino,1,7,1,0.0,0,11.9,0,2.28,65.4,2,12,1,Bajo (1-2)
19.0,Masculino,2,5,1,8.3,0,1.3,0,3.09,88.7,2,12,0,Bajo (1-2)
21.0,Masculino,2,5,0,15.5,1,19.6,0,3.58,74.8,1,14,0,Bajo (1-2)
19.0,Masculino,4,9,1,7.3,1,7.1,0,2.78,85.9,2,14,1,Medio (3-4)
17.0,Femenino,3,10,1,7.8,0,3.8,0,3.64,68.0,1,13,0,Medio (3-4)
23.0,Masculino,4,10,0,13.5,1,1.6,0,3.48,70.4,0,21,0,Medio (3-4)
21.0,Femenino,5,8,0,9.3,1,5.4,0,2.92,91.3,1,18,0,Alto (5-6)
20.0,Masculino,4,10,1,4.7,1,7.6,0,3.5,68.7,0,12,0,Medio (3-4)
18.0,Masculino,6,8,0,14.3,0,7.5,0,2.74,62.3,1,21,1,Alto (5-6)
17.0,Femenino,4,9,0,8.6,0,13.2,0,2.7,67.6,2,15,1,Medio (3-4)
21.0,Femenino,5,6,1,9.9,1,1.4,1,3.33,87.6,3,21,1,Alto (5-6)
24.0,Masculino,4,1,0,15.6,0,7.6,0,3.7,85.6,4,14,0,Medio (3-4)
21.0,Masculino,4,9,0,13.0,0,1.2,1,3.35,74.4,2,12,1,Medio (3-4)
17.0,Femenino,4,10,1,22.8,0,3.5,0,3.56,68.7,0,13,0,Medio (3-4)
21.0,Masculino,5,4,1,10.6,0,3.2,0,2.95,81.7,0,15,1,Alto (5-6)
20.0,Masculino,3,5,1,9.7,1,2.2,0,3.6,88.2,1,21,0,Medio (3-4)
22.0,Femenino,3,6,0,11.5,0,1.5,0,3.24,77.3,0,17,0,Medio (3-4)
22.0,Femenino,3,7,0,8.2,1,0.1,0,2.53,83.5,2,13,0,Medio (3-4)
17.0,Femenino,5,7,0,18.1,0,17.0,0,2.95,86.7,3,15,1,Alto (5-6)
22.0,Masculino,3,4,0,9.9,1,5.9,0,3.8,99.5,0,16,0,Medio (3-4)
18.0,Femenino,4,9,0,10.6,0,0.9,0,2.72,66.4,3,17,1,Medio (3-4)
17.0,Masculino,4,9,1,5.6,0,2.3,1,2.99,72.3,5,20,1,Medio (3-4)
20.0,Femenino,6,10,0,8.1,1,6.1,0,3.64,72.9,0,12,0,Alto (5-6)
21.0,Masculino,2,6,0,3.5,1,0.1,0,3.03,86.3,0,12,0,Bajo (1-2)
17.0,Femenino,4,1,0,11.2,0,10.6,0,2.73,75.5,0,19,1,Medio (3-4)
22.0,Femenino,4,9,1,13.0,0,0.9,1,2.68,82.1,0,13,0,Medio (3-4)
22.0,Masculino,5,1,0,15.2,0,15.6,1,4.22,83.2,0,18,0,Alto (5-6)
21.0,Femenino,5,2,0,23.4,1,19.3,0,3.13,78.0,2,15,0,Alto (5-6)
19.0,Masculino,3,3,0,18.5,0,26.6,0,3.16,79.1,2,15,0,Medio (3-4)
18.0,Masculino,3,2,0,17.1,1,16.1,0,3.56,88.3,0,13,1,Medio (3-4)
23.0,Masculino,2,8,0,25.3,0,1.6,0,3.63,68.3,2,19,0,Bajo (1-2)
17.0,Masculino,6,5,0,13.4,1,16.7,1,3.49,80.5,0,13,0,Alto (5-6)
23.0,Femenino,2,3,0,14.4,0,7.0,0,2.51,65.8,2,12,1,Bajo (1-2)
20.0,Masculino,4,1,0,13.9,0,11.4,1,3.12,84.3,2,17,0,Medio (3-4)
20.0,Masculino,4,3,0,23.3,1,1.3,0,3.99,76.0,1,13,1,Medio (3-4)
17.0,Femenino,3,7,0,14.0,0,1.5,1,3.57,92.7,2,13,0,Medio (3-4)
20.0,Femenino,2,8,0,10.1,1,5.6,0,2.77,78.0,1,14,0,Bajo (1-2)
22.0,Masculino,2,3,1,14.2,0,8.7,0,2.73,70.6,1,18,0,Bajo (1-2)
18.0,Femenino,5,1,0,9.1,0,5.6,0,3.12,75.5,2,19,0,Alto (5-6)
22.0,Masculino,3,6,1,13.4,1,5.2,0,2.54,92.2,3,21,1,Medio (3-4)
21.0,Masculino,1,8,1,10.9,1,3.8,1,3.73,63.3,1,21,1,Bajo (1-2)
19.0,Masculino,4,1,1,9.9,0,1.8,0,3.12,68.7,1,14,1,Medio (3-4)
22.0,Femenino,2,8,1,15.5,1,27.3,1,2.95,79.4,2,14,1,Bajo (1-2)
17.0,Femenino,5,2,0,5.1,0,3.5,0,2.3,71.6,3,14,1,Alto (5-6)
21.0,Femenino,2,3,0,15.0,1,4.9,0,2.96,82.9,1,13,0,Bajo (1-2)
24.0,Femenino,2,7,1,5.2,0,1.2,0,2.05,74.4,2,12,1,Bajo (1-2)
24.0,Masculino,1,1,1,25.7,0,9.2,0,4.0,77.6,1,17,1,Bajo (1-2)
21.0,Masculino,3,4,0,14.9,0,0.2,1,2.87,83.2,4,12,1,Medio (3-4)
20.0,Femenino,3,2,1,4.2,1,6.1,0,2.99,74.0,0,12,0,Medio (3-4)
19.0,Femenino,4,3,0,5.7,1,1.6,0,3.13,65.1,2,15,0,Medio (3-4)
20.0,Masculino,3,8,1,16.9,1,19.6,0,3.84,76.8,1,20,0,Medio (3-4)
22.0,Femenino,2,3,0,11.9,0,8.1,1,3.26,64.4,0,16,0,Bajo (1-2)
19.0,Masculino,2,1,0,9.3,0,6.3,1,3.58,75.3,0,15,1,Bajo (1-2)
22.0,Femenino,2,3,0,16.0,0,14.4,1,4.01,86.9,2,13,0,Bajo (1-2)
25.0,Masculino,5,1,0,17.9,1,9.2,0,3.53,89.9,0,18,0,Alto (5-6)
20.0,Femenino,2,7,1,12.7,0,8.2,0,3.33,98.5,0,15,0,Bajo (1-2)
18.0,Masculino,6,10,1,10.3,0,20.7,0,2.78,70.7,0,21,0,Alto (5-6)
18.0,Femenino,2,2,1,13.2,0,0.1,1,2.7,70.3,1,13,1,Bajo (1-2)
22.0,Masculino,1,8,1,14.4,1,28.9,0,3.89,80.2,3,19,1,Bajo (1-2)
20.0,Femenino,2,4,0,16.0,0,4.7,1,3.62,100.0,1,18,0,Bajo (1-2)
22.0,Femenino,1,1,1,11.9,0,17.9,1,3.48,94.3,1,15,1,Bajo (1-2)
19.0,Masculino,4,7,0,20.6,1,4.0,1,3.23,71.6,0,15,0,Medio (3-4)
22.0,Femenino,3,3,1,9.4,1,4.6,1,3.84,77.6,1,21,0,Medio (3-4)
20.0,Femenino,2,6,0,9.1,1,2.8,0,2.9,86.5,1,19,0,Bajo (1-2)
19.0,Femenino,4,6,0,13.1,1,4.7,0,2.79,87.2,1,12,1,Medio (3-4)
20.0,Femenino,3,6,0,18.5,1,4.9,0,3.15,83.9,1,17,1,Medio (3-4)
18.0,Femenino,5,2,1,0.0,0,0.5,0,3.39,70.5,1,19,0,Alto (5-6)
25.0,Masculino,6,3,0,3.3,0,1.6,1,2.19,87.8,0,15,0,Alto (5-6)
20.0,Femenino,4,8,1,15.9,1,0.4,0,2.94,84.3,2,18,0,Medio (3-4)
22.0,Masculino,4,10,1,21.4,1,17.1,1,5.0,69.7,0,18,0,Medio (3-4)
19.0,Masculino,4,1,1,3.9,0,4.5,1,3.25,92.3,0,15,0,Medio (3-4)
18.0,Femenino,3,5,0,14.6,0,4.1,0,2.89,87.9,1,12,0,Medio (3-4)
20.0,Masculino,4,9,0,11.6,1,19.5,0,2.58,70.6,1,12,1,Medio (3-4)
